daxing_stationId,daxing_utc_time,daxing_PM2.5,daxing_PM10,daxing_NO2,daxing_CO,daxing_O3,daxing_SO2,daxing_temperature,daxing_pressure,daxing_humidity,daxing_wind_direction,daxing_wind_speed,fangshan_stationId,fangshan_utc_time,fangshan_PM2.5,fangshan_PM10,fangshan_NO2,fangshan_CO,fangshan_O3,fangshan_SO2,fangshan_temperature,fangshan_pressure,fangshan_humidity,fangshan_wind_direction,fangshan_wind_speed,huairou_stationId,huairou_utc_time,huairou_PM2.5,huairou_PM10,huairou_NO2,huairou_CO,huairou_O3,huairou_SO2,huairou_temperature,huairou_pressure,huairou_humidity,huairou_wind_direction,huairou_wind_speed,mentougou_stationId,mentougou_utc_time,mentougou_PM2.5,mentougou_PM10,mentougou_NO2,mentougou_CO,mentougou_O3,mentougou_SO2,mentougou_temperature,mentougou_pressure,mentougou_humidity,mentougou_wind_direction,mentougou_wind_speed,miyun_stationId,miyun_utc_time,miyun_PM2.5,miyun_PM10,miyun_NO2,miyun_CO,miyun_O3,miyun_SO2,miyun_temperature,miyun_pressure,miyun_humidity,miyun_wind_direction,miyun_wind_speed,pingchang_stationId,pingchang_utc_time,pingchang_PM2.5,pingchang_PM10,pingchang_NO2,pingchang_CO,pingchang_O3,pingchang_SO2,pingchang_temperature,pingchang_pressure,pingchang_humidity,pingchang_wind_direction,pingchang_wind_speed,pinggu_stationId,pinggu_utc_time,pinggu_PM2.5,pinggu_PM10,pinggu_NO2,pinggu_CO,pinggu_O3,pinggu_SO2,pinggu_temperature,pinggu_pressure,pinggu_humidity,pinggu_wind_direction,pinggu_wind_speed,shunyi_stationId,shunyi_utc_time,shunyi_PM2.5,shunyi_PM10,shunyi_NO2,shunyi_CO,shunyi_O3,shunyi_SO2,shunyi_temperature,shunyi_pressure,shunyi_humidity,shunyi_wind_direction,shunyi_wind_speed,tongzhou_stationId,tongzhou_utc_time,tongzhou_PM2.5,tongzhou_PM10,tongzhou_NO2,tongzhou_CO,tongzhou_O3,tongzhou_SO2,tongzhou_temperature,tongzhou_pressure,tongzhou_humidity,tongzhou_wind_direction,tongzhou_wind_speed
daxing,2017-02-03 08:00:00,230.0,249.0,66.0,2.7,85.0,73.0,6.1,1015.8,28.0,152.0,1.9,fangshan,2017-02-03 08:00:00,260.0,276.0,86.0,2.9,74.0,77.0,5.7,1014.3,24.0,193.0,2.0,huairou,2017-02-03 08:00:00,148.0,173.0,67.0,1.7,73.0,42.0,6.0,1010.9,18.0,243.0,1.5,mentougou,2017-02-03 08:00:00,189.0,222.0,98.0,2.1,47.0,51.0,5.7,1009.8,22.0,159.0,1.9,miyun,2017-02-03 08:00:00,190.0,173.0,69.0,1.9,73.0,46.0,5.2,1011.4,21.0,257.0,1.5,pingchang,2017-02-03 08:00:00,106.0,,61.0,1.7,48.0,45.0,5.8,1010.9,17.0,114.0,1.6,pinggu,2017-02-03 08:00:00,293.0,,59.0,2.4,97.0,75.0,6.0,1017.0,27.0,275.0,0.9,shunyi,2017-02-03 08:00:00,210.0,,73.0,2.3,75.0,55.0,5.6,1016.9,22.0,173.0,2.2,tongzhou,2017-02-03 08:00:00,252.0,,68.0,2.8,93.0,71.0,6.2,1018.2,27.0,175.0,1.5
daxing,2017-02-03 09:00:00,233.0,270.0,63.0,2.6,87.0,64.0,5.2,1016.1,31.0,215.0,1.0,fangshan,2017-02-03 09:00:00,252.0,266.0,66.0,2.5,94.0,71.0,4.6,1014.9,27.0,199.0,1.0,huairou,2017-02-03 09:00:00,179.0,215.0,80.0,0.2,67.0,46.0,4.4,1011.4,21.0,244.0,1.3,mentougou,2017-02-03 09:00:00,225.0,258.0,95.0,2.2,57.0,61.0,4.7,1010.3,26.0,188.0,1.8,miyun,2017-02-03 09:00:00,213.0,238.0,73.0,2.1,71.0,52.0,4.7,1011.9,23.0,241.0,1.6,pingchang,2017-02-03 09:00:00,117.0,,66.0,1.7,46.0,49.0,5.3,1011.3,18.0,107.0,1.5,pinggu,2017-02-03 09:00:00,281.0,294.0,53.0,2.4,104.0,61.0,4.9,1017.1,30.0,259.0,1.4,shunyi,2017-02-03 09:00:00,225.0,238.0,90.0,2.7,62.0,65.0,4.8,1017.3,24.0,170.0,1.6,tongzhou,2017-02-03 09:00:00,244.0,,64.0,2.6,100.0,61.0,5.2,1018.4,32.0,165.0,1.6
daxing,2017-02-03 10:00:00,257.0,317.0,74.0,2.8,71.0,66.0,2.3,1016.3,39.0,169.0,1.0,fangshan,2017-02-03 10:00:00,248.0,285.0,85.0,2.7,71.0,70.0,2.2,1015.0,36.0,167.0,0.7,huairou,2017-02-03 10:00:00,210.0,242.0,104.0,2.3,38.0,51.0,2.3,1011.8,27.0,29.0,0.8,mentougou,2017-02-03 10:00:00,267.0,304.0,124.0,2.8,35.0,61.0,2.9,1010.5,30.0,166.0,0.7,miyun,2017-02-03 10:00:00,250.0,268.0,92.0,2.5,47.0,63.0,2.7,1012.0,28.0,195.0,0.8,pingchang,2017-02-03 10:00:00,111.0,118.0,74.0,1.7,36.0,42.0,4.4,1011.8,20.0,100.0,1.2,pinggu,2017-02-03 10:00:00,322.0,332.0,69.0,2.9,87.0,61.0,1.2,1017.4,40.0,49.0,1.1,shunyi,2017-02-03 10:00:00,235.0,252.0,128.0,2.9,26.0,71.0,2.9,1017.6,34.0,161.0,0.9,tongzhou,2017-02-03 10:00:00,260.0,261.0,71.0,2.5,94.0,59.0,1.9,1018.7,43.0,143.0,0.7
daxing,2017-02-03 11:00:00,270.0,314.0,101.0,3.1,35.0,69.0,-0.1,1016.5,45.0,177.0,1.0,fangshan,2017-02-03 11:00:00,333.0,408.0,96.0,3.6,52.0,80.0,1.5,1015.3,41.0,199.0,1.4,huairou,2017-02-03 11:00:00,235.0,295.0,115.0,2.7,15.0,48.0,-0.1,1012.0,34.0,315.0,2.2,mentougou,2017-02-03 11:00:00,289.0,319.0,143.0,3.2,10.0,63.0,0.5,1010.7,37.0,999017.0,0.2,miyun,2017-02-03 11:00:00,281.0,295.0,101.0,2.9,31.0,63.0,-0.4,1012.6,34.0,161.0,0.4,pingchang,2017-02-03 11:00:00,130.0,141.0,84.0,0.2,24.0,43.0,2.9,1012.1,23.0,40.0,0.8,pinggu,2017-02-03 11:00:00,318.0,,77.0,2.9,77.0,74.0,0.2,1017.8,41.0,71.0,1.6,shunyi,2017-02-03 11:00:00,246.0,250.0,150.0,3.2,6.0,72.0,0.9,1017.8,39.0,999017.0,0.0,tongzhou,2017-02-03 11:00:00,280.0,,78.0,2.4,74.0,64.0,-0.2,1018.9,62.0,123.0,1.0
daxing,2017-02-03 12:00:00,281.0,315.0,80.0,3.1,39.0,73.0,-1.1,1016.6,53.0,207.0,1.0,fangshan,2017-02-03 12:00:00,383.0,397.0,88.0,3.6,45.0,89.0,0.8,1015.3,54.0,217.0,1.3,huairou,2017-02-03 12:00:00,224.0,255.0,96.0,3.1,15.0,39.0,-0.7,1012.0,33.0,313.0,2.4,mentougou,2017-02-03 12:00:00,289.0,303.0,133.0,3.4,5.0,56.0,-1.0,1010.7,42.0,270.0,0.9,miyun,2017-02-03 12:00:00,282.0,255.0,96.0,3.2,21.0,52.0,-2.5,1012.6,40.0,44.0,0.9,pingchang,2017-02-03 12:00:00,142.0,,105.0,2.4,9.0,55.0,0.3,1011.6,27.0,43.0,0.7,pinggu,2017-02-03 12:00:00,379.0,401.0,91.0,4.1,45.0,76.0,-1.5,1017.8,45.0,79.0,1.5,shunyi,2017-02-03 12:00:00,274.0,289.0,145.0,3.8,4.0,60.0,-0.7,1017.7,50.0,999017.0,0.1,tongzhou,2017-02-03 12:00:00,279.0,,93.0,2.5,50.0,65.0,-1.6,1018.8,63.0,96.0,1.0
daxing,2017-02-03 13:00:00,293.0,308.0,79.0,0.3,29.0,65.0,-1.8,1016.4,60.0,57.0,0.3,fangshan,2017-02-03 13:00:00,380.0,415.0,92.0,3.7,30.0,98.0,0.6,1015.1,48.0,190.0,1.0,huairou,2017-02-03 13:00:00,204.0,234.0,87.0,2.7,16.0,34.0,-1.8,1012.0,39.0,356.0,0.5,mentougou,2017-02-03 13:00:00,268.0,279.0,123.0,3.4,3.0,47.0,-0.9,1010.6,42.0,196.0,1.0,miyun,2017-02-03 13:00:00,284.0,234.0,102.0,3.7,13.0,54.0,-3.2,1012.6,44.0,93.0,0.5,pingchang,2017-02-03 13:00:00,131.0,133.0,82.0,2.2,17.0,42.0,-0.7,1011.7,31.0,72.0,0.6,pinggu,2017-02-03 13:00:00,372.0,,68.0,3.7,48.0,63.0,-2.5,1017.9,50.0,93.0,1.3,shunyi,2017-02-03 13:00:00,281.0,303.0,141.0,0.4,7.0,72.0,-1.5,1017.8,59.0,999017.0,0.0,tongzhou,2017-02-03 13:00:00,298.0,,91.0,2.7,43.0,66.0,-2.7,1019.0,75.0,105.0,1.2
daxing,2017-02-03 14:00:00,280.0,304.0,80.0,0.3,24.0,66.0,-1.9,1016.2,61.0,142.0,1.2,fangshan,2017-02-03 14:00:00,400.0,436.0,114.0,4.1,10.0,102.0,-1.5,1015.0,57.0,340.0,1.4,huairou,2017-02-03 14:00:00,191.0,199.0,78.0,2.7,19.0,36.0,-1.6,1011.8,40.0,311.0,1.1,mentougou,2017-02-03 14:00:00,277.0,,115.0,3.9,5.0,56.0,-1.3,1010.6,47.0,280.0,2.3,miyun,2017-02-03 14:00:00,269.0,199.0,94.0,3.5,13.0,49.0,-3.3,1012.4,46.0,106.0,0.3,pingchang,2017-02-03 14:00:00,165.0,167.0,91.0,2.7,12.0,45.0,0.1,1011.6,30.0,345.0,1.2,pinggu,2017-02-03 14:00:00,337.0,,53.0,3.3,53.0,53.0,-2.2,1017.6,49.0,85.0,1.7,shunyi,2017-02-03 14:00:00,279.0,293.0,126.0,0.4,4.0,43.0,-1.2,1017.5,50.0,22.0,0.7,tongzhou,2017-02-03 14:00:00,313.0,,116.0,3.5,14.0,67.0,-2.5,1018.5,64.0,117.0,1.8
daxing,2017-02-03 15:00:00,295.0,332.0,109.0,3.3,4.0,63.0,-1.7,1015.8,62.0,138.0,1.3,fangshan,2017-02-03 15:00:00,400.0,416.0,114.0,4.5,7.0,88.0,-1.2,1014.5,54.0,999017.0,0.0,huairou,2017-02-03 15:00:00,179.0,185.0,71.0,2.5,20.0,33.0,-1.1,1011.7,40.0,292.0,1.2,mentougou,2017-02-03 15:00:00,259.0,,106.0,3.4,8.0,55.0,-1.3,1010.2,54.0,279.0,1.7,miyun,2017-02-03 15:00:00,255.0,185.0,85.0,3.5,12.0,35.0,-2.8,1012.2,47.0,116.0,0.7,pingchang,2017-02-03 15:00:00,178.0,,79.0,2.6,21.0,46.0,1.3,1011.5,30.0,334.0,0.8,pinggu,2017-02-03 15:00:00,314.0,,44.0,2.9,61.0,45.0,-2.1,1017.4,50.0,96.0,1.4,shunyi,2017-02-03 15:00:00,343.0,363.0,138.0,5.5,9.0,80.0,-0.3,1017.5,46.0,20.0,1.3,tongzhou,2017-02-03 15:00:00,327.0,,131.0,4.4,3.0,64.0,-2.4,1018.4,74.0,77.0,1.0
daxing,2017-02-03 16:00:00,321.0,340.0,108.0,3.9,3.0,59.0,-1.6,1016.1,63.0,3.0,0.8,fangshan,2017-02-03 16:00:00,406.0,435.0,99.0,0.4,8.0,88.0,-1.5,1015.1,60.0,354.0,1.2,huairou,2017-02-03 16:00:00,184.0,193.0,69.0,2.5,15.0,28.0,-0.7,1011.7,39.0,320.0,1.4,mentougou,2017-02-03 16:00:00,252.0,,105.0,3.4,8.0,58.0,-0.1,1010.4,40.0,265.0,2.0,miyun,2017-02-03 16:00:00,260.0,193.0,82.0,3.4,9.0,35.0,-2.1,1012.4,48.0,86.0,0.6,pingchang,2017-02-03 16:00:00,183.0,195.0,94.0,3.2,11.0,59.0,0.3,1011.7,31.0,280.0,1.2,pinggu,2017-02-03 16:00:00,297.0,,40.0,2.8,64.0,42.0,-1.9,1017.5,51.0,344.0,0.8,shunyi,2017-02-03 16:00:00,388.0,,127.0,5.6,9.0,80.0,0.0,1017.6,47.0,36.0,1.3,tongzhou,2017-02-03 16:00:00,334.0,,128.0,0.5,3.0,63.0,-2.5,1018.6,69.0,32.0,1.1
daxing,2017-02-03 17:00:00,320.0,329.0,103.0,3.8,3.0,52.0,-1.8,1015.5,66.0,157.0,2.5,fangshan,2017-02-03 17:00:00,388.0,,111.0,4.6,3.0,80.0,-1.1,1014.7,60.0,337.0,0.9,huairou,2017-02-03 17:00:00,164.0,166.0,53.0,,19.0,,-0.7,1011.3,41.0,95.0,0.7,mentougou,2017-02-03 17:00:00,230.0,,103.0,0.3,9.0,56.0,-0.2,1010.1,44.0,265.0,0.8,miyun,2017-02-03 17:00:00,240.0,166.0,63.0,3.4,24.0,47.0,-2.0,1011.8,51.0,64.0,0.7,pingchang,2017-02-03 17:00:00,196.0,,88.0,3.5,2.0,62.0,0.5,1011.3,33.0,125.0,0.6,pinggu,2017-02-03 17:00:00,295.0,,39.0,2.7,63.0,38.0,-1.8,1017.1,54.0,55.0,0.7,shunyi,2017-02-03 17:00:00,349.0,,108.0,4.9,11.0,68.0,0.2,1017.1,46.0,26.0,0.9,tongzhou,2017-02-03 17:00:00,360.0,,119.0,4.9,4.0,67.0,-2.3,1018.3,70.0,94.0,0.4
daxing,2017-02-03 18:00:00,322.0,362.0,92.0,3.7,4.0,53.0,0.7,1015.4,65.0,212.0,1.3,fangshan,2017-02-03 18:00:00,371.0,372.0,111.0,5.2,2.0,67.0,-0.8,1014.2,61.0,999017.0,0.0,huairou,2017-02-03 18:00:00,172.0,173.0,45.0,0.2,17.0,28.0,-1.0,1011.1,44.0,318.0,1.2,mentougou,2017-02-03 18:00:00,225.0,,92.0,3.1,11.0,46.0,0.1,1009.8,42.0,297.0,1.7,miyun,2017-02-03 18:00:00,252.0,173.0,62.0,2.8,18.0,36.0,-1.7,1011.6,50.0,85.0,0.6,pingchang,2017-02-03 18:00:00,197.0,,55.0,2.6,2.0,46.0,0.9,1011.1,34.0,348.0,1.1,pinggu,2017-02-03 18:00:00,292.0,,37.0,2.6,58.0,33.0,-2.0,1016.6,55.0,33.0,0.8,shunyi,2017-02-03 18:00:00,316.0,,108.0,4.7,9.0,63.0,0.0,1016.8,44.0,22.0,1.1,tongzhou,2017-02-03 18:00:00,385.0,,112.0,4.4,4.0,64.0,-1.7,1017.9,68.0,59.0,0.8
daxing,2017-02-03 19:00:00,362.0,402.0,87.0,0.4,6.0,60.0,0.4,1015.1,64.0,194.0,0.6,fangshan,2017-02-03 19:00:00,376.0,378.0,110.0,4.8,3.0,69.0,-0.6,1013.9,59.0,999017.0,0.0,huairou,2017-02-03 19:00:00,174.0,184.0,49.0,2.3,17.0,28.0,-1.0,1010.8,44.0,357.0,0.7,mentougou,2017-02-03 19:00:00,230.0,,92.0,3.1,8.0,45.0,0.1,1009.4,40.0,352.0,1.0,miyun,2017-02-03 19:00:00,259.0,184.0,67.0,3.1,12.0,30.0,-1.8,1011.4,52.0,999017.0,0.2,pingchang,2017-02-03 19:00:00,216.0,,57.0,3.1,2.0,25.0,0.4,1010.7,35.0,336.0,1.1,pinggu,2017-02-03 19:00:00,298.0,,39.0,0.3,51.0,33.0,-1.3,1016.3,52.0,255.0,0.8,shunyi,2017-02-03 19:00:00,302.0,,92.0,4.3,15.0,60.0,0.0,1016.6,46.0,24.0,1.3,tongzhou,2017-02-03 19:00:00,399.0,,109.0,4.3,3.0,62.0,-1.2,1017.6,63.0,141.0,1.1
daxing,2017-02-03 20:00:00,379.0,412.0,92.0,4.2,,70.0,-0.4,1014.7,69.0,55.0,0.3,fangshan,2017-02-03 20:00:00,374.0,,107.0,0.5,,69.0,-0.9,1013.5,64.0,999017.0,0.0,huairou,2017-02-03 20:00:00,183.0,183.0,,2.4,18.0,28.0,-0.8,1010.2,43.0,276.0,0.7,mentougou,2017-02-03 20:00:00,248.0,,95.0,3.4,,48.0,-0.2,1009.0,46.0,283.0,1.4,miyun,2017-02-03 20:00:00,241.0,183.0,62.0,2.9,18.0,34.0,-1.4,1010.7,53.0,55.0,0.8,pingchang,2017-02-03 20:00:00,200.0,,47.0,1.3,,19.0,0.7,1010.0,34.0,341.0,1.1,pinggu,2017-02-03 20:00:00,320.0,,48.0,4.6,,38.0,-1.3,1015.8,55.0,242.0,0.6,shunyi,2017-02-03 20:00:00,283.0,,95.0,4.2,,49.0,0.4,1016.0,47.0,24.0,0.8,tongzhou,2017-02-03 20:00:00,350.0,,99.0,3.7,,55.0,-1.2,1016.9,67.0,99.0,0.9
daxing,2017-02-03 21:00:00,374.0,393.0,92.0,4.3,4.0,67.0,-0.5,1014.5,71.0,174.0,1.2,fangshan,2017-02-03 21:00:00,340.0,,108.0,0.5,4.0,67.0,-0.7,1013.2,60.0,999017.0,0.0,huairou,2017-02-03 21:00:00,192.0,198.0,,2.5,12.0,27.0,-1.2,1009.9,47.0,219.0,0.6,mentougou,2017-02-03 21:00:00,247.0,,88.0,3.1,11.0,52.0,0.1,1008.6,42.0,318.0,1.1,miyun,2017-02-03 21:00:00,242.0,198.0,59.0,2.9,17.0,33.0,-1.5,1010.4,52.0,101.0,0.9,pingchang,2017-02-03 21:00:00,203.0,,110.0,2.6,2.0,35.0,-0.7,1009.9,39.0,339.0,0.9,pinggu,2017-02-03 21:00:00,330.0,,45.0,4.4,35.0,39.0,-1.7,1015.3,55.0,26.0,0.4,shunyi,2017-02-03 21:00:00,283.0,,95.0,4.5,8.0,50.0,0.3,1015.8,46.0,17.0,1.1,tongzhou,2017-02-03 21:00:00,353.0,,98.0,3.9,4.0,56.0,-1.2,1016.7,67.0,154.0,0.8
daxing,2017-02-03 22:00:00,368.0,406.0,90.0,4.9,3.0,53.0,-0.8,1014.4,73.0,207.0,1.0,fangshan,2017-02-03 22:00:00,306.0,,117.0,4.9,3.0,70.0,-0.4,1013.2,58.0,999017.0,0.0,huairou,2017-02-03 22:00:00,179.0,186.0,55.0,2.7,7.0,23.0,-2.4,1009.7,53.0,328.0,1.3,mentougou,2017-02-03 22:00:00,235.0,,83.0,2.8,13.0,49.0,0.0,1008.7,41.0,999017.0,0.2,miyun,2017-02-03 22:00:00,232.0,186.0,54.0,2.9,18.0,30.0,-3.8,1010.3,57.0,88.0,0.3,pingchang,2017-02-03 22:00:00,209.0,,106.0,3.9,4.0,39.0,-2.1,1009.8,43.0,9.0,0.8,pinggu,2017-02-03 22:00:00,319.0,,57.0,4.8,26.0,38.0,-1.8,1015.2,55.0,999017.0,0.2,shunyi,2017-02-03 22:00:00,283.0,,95.0,4.7,9.0,55.0,-0.4,1015.6,48.0,12.0,1.0,tongzhou,2017-02-03 22:00:00,393.0,,102.0,5.3,4.0,54.0,-1.1,1016.6,69.0,75.0,0.3
daxing,2017-02-03 23:00:00,387.0,435.0,89.0,5.3,4.0,48.0,-1.6,1014.6,77.0,284.0,0.7,fangshan,2017-02-03 23:00:00,331.0,339.0,115.0,0.6,3.0,62.0,-1.4,1013.3,60.0,291.0,1.0,huairou,2017-02-03 23:00:00,183.0,195.0,55.0,2.7,5.0,23.0,-3.4,1009.9,56.0,261.0,0.8,mentougou,2017-02-03 23:00:00,228.0,,88.0,2.8,7.0,49.0,-1.1,1008.9,50.0,270.0,1.5,miyun,2017-02-03 23:00:00,232.0,195.0,57.0,2.9,13.0,27.0,-5.3,1010.4,64.0,37.0,1.0,pingchang,2017-02-03 23:00:00,207.0,,91.0,3.5,5.0,34.0,-2.3,1010.0,46.0,216.0,0.5,pinggu,2017-02-03 23:00:00,343.0,,71.0,5.9,8.0,39.0,-2.6,1015.4,58.0,267.0,0.6,shunyi,2017-02-03 23:00:00,277.0,,95.0,4.7,7.0,48.0,-2.0,1015.9,53.0,999017.0,0.0,tongzhou,2017-02-03 23:00:00,425.0,,102.0,5.5,4.0,51.0,-1.5,1016.9,70.0,204.0,1.1
daxing,2017-02-04 00:00:00,383.0,425.0,85.0,4.9,3.0,38.0,-1.8,1014.9,77.0,234.0,0.8,fangshan,2017-02-04 00:00:00,342.0,356.0,117.0,5.7,3.0,54.0,-1.9,1013.7,68.0,215.0,0.7,huairou,2017-02-04 00:00:00,202.0,216.0,53.0,2.6,8.0,21.0,-4.3,1010.3,62.0,352.0,0.9,mentougou,2017-02-04 00:00:00,236.0,241.0,91.0,0.3,5.0,49.0,-1.6,1009.3,44.0,287.0,1.8,miyun,2017-02-04 00:00:00,240.0,216.0,62.0,0.3,8.0,23.0,-5.2,1011.0,67.0,92.0,1.1,pingchang,2017-02-04 00:00:00,237.0,242.0,93.0,4.1,6.0,44.0,-2.2,1010.5,46.0,343.0,1.7,pinggu,2017-02-04 00:00:00,336.0,,78.0,5.8,7.0,42.0,-2.8,1016.0,62.0,243.0,1.2,shunyi,2017-02-04 00:00:00,274.0,,97.0,4.6,6.0,42.0,-2.9,1016.3,59.0,999017.0,0.1,tongzhou,2017-02-04 00:00:00,426.0,,100.0,5.3,5.0,58.0,-2.1,1017.3,73.0,196.0,0.8
daxing,2017-02-04 01:00:00,393.0,453.0,85.0,4.8,5.0,41.0,0.1,1015.1,77.0,266.0,0.9,fangshan,2017-02-04 01:00:00,361.0,391.0,122.0,7.1,4.0,58.0,-1.5,1013.9,59.0,339.0,0.8,huairou,2017-02-04 01:00:00,224.0,244.0,50.0,2.7,17.0,27.0,-3.4,1010.6,59.0,200.0,0.8,mentougou,2017-02-04 01:00:00,238.0,,76.0,0.3,15.0,44.0,-0.6,1009.5,42.0,283.0,2.0,miyun,2017-02-04 01:00:00,253.0,244.0,54.0,0.3,17.0,28.0,-2.7,1011.2,62.0,72.0,0.9,pingchang,2017-02-04 01:00:00,240.0,246.0,80.0,3.4,10.0,52.0,-1.4,1010.6,45.0,343.0,1.3,pinggu,2017-02-04 01:00:00,338.0,,72.0,4.7,11.0,42.0,-2.8,1016.1,63.0,106.0,1.0,shunyi,2017-02-04 01:00:00,273.0,,99.0,5.1,8.0,52.0,-0.7,1016.5,48.0,17.0,0.8,tongzhou,2017-02-04 01:00:00,412.0,,104.0,5.4,7.0,65.0,-1.2,1017.5,79.0,298.0,0.7
daxing,2017-02-04 02:00:00,412.0,449.0,93.0,4.9,7.0,70.0,1.7,1015.0,67.0,229.0,1.2,fangshan,2017-02-04 02:00:00,317.0,,105.0,5.3,9.0,80.0,2.1,1013.9,43.0,4.0,0.6,huairou,2017-02-04 02:00:00,243.0,278.0,60.0,2.9,14.0,36.0,0.1,1010.4,49.0,142.0,0.7,mentougou,2017-02-04 02:00:00,250.0,,71.0,0.3,24.0,44.0,1.4,1009.3,36.0,305.0,1.4,miyun,2017-02-04 02:00:00,261.0,278.0,55.0,2.9,22.0,36.0,0.0,1011.0,49.0,111.0,1.7,pingchang,2017-02-04 02:00:00,255.0,255.0,99.0,0.4,6.0,66.0,2.2,1010.3,36.0,216.0,1.0,pinggu,2017-02-04 02:00:00,367.0,377.0,76.0,5.1,17.0,50.0,0.9,1015.9,53.0,36.0,1.0,shunyi,2017-02-04 02:00:00,271.0,,95.0,4.6,9.0,55.0,1.4,1016.2,40.0,325.0,0.8,tongzhou,2017-02-04 02:00:00,393.0,,125.0,5.3,9.0,71.0,0.4,1017.4,61.0,301.0,0.8
daxing,2017-02-04 03:00:00,379.0,404.0,118.0,0.5,9.0,91.0,3.7,1014.5,52.0,105.0,1.3,fangshan,2017-02-04 03:00:00,281.0,283.0,105.0,3.8,20.0,96.0,4.7,1013.3,35.0,83.0,1.1,huairou,2017-02-04 03:00:00,271.0,319.0,76.0,3.1,17.0,42.0,3.3,1009.8,37.0,142.0,1.7,mentougou,2017-02-04 03:00:00,254.0,,73.0,0.3,31.0,45.0,3.7,1008.7,35.0,89.0,0.9,miyun,2017-02-04 03:00:00,274.0,319.0,62.0,2.9,31.0,44.0,2.9,1010.3,39.0,95.0,2.3,pingchang,2017-02-04 03:00:00,290.0,297.0,118.0,4.6,8.0,77.0,4.3,1009.8,33.0,190.0,1.0,pinggu,2017-02-04 03:00:00,378.0,,,0.4,25.0,54.0,2.4,1015.4,50.0,317.0,0.9,shunyi,2017-02-04 03:00:00,264.0,,77.0,3.7,33.0,55.0,3.6,1015.7,37.0,111.0,0.8,tongzhou,2017-02-04 03:00:00,367.0,,117.0,4.4,20.0,67.0,2.5,1016.9,47.0,333.0,1.4
daxing,2017-02-04 04:00:00,360.0,388.0,117.0,4.3,14.0,79.0,4.3,1013.9,50.0,186.0,1.0,fangshan,2017-02-04 04:00:00,299.0,,114.0,3.6,30.0,104.0,5.4,1012.5,35.0,235.0,1.1,huairou,2017-02-04 04:00:00,271.0,308.0,56.0,2.7,58.0,45.0,5.4,1008.8,33.0,147.0,2.1,mentougou,2017-02-04 04:00:00,306.0,333.0,89.0,3.2,38.0,58.0,4.9,1008.0,33.0,168.0,1.5,miyun,2017-02-04 04:00:00,275.0,308.0,52.0,2.6,60.0,60.0,5.4,1009.3,34.0,137.0,1.2,pingchang,2017-02-04 04:00:00,296.0,,123.0,4.2,14.0,72.0,6.5,1008.7,29.0,171.0,1.2,pinggu,2017-02-04 04:00:00,386.0,,70.0,3.8,48.0,63.0,4.3,1014.4,46.0,243.0,1.2,shunyi,2017-02-04 04:00:00,266.0,,51.0,2.8,70.0,53.0,5.2,1014.9,34.0,56.0,0.8,tongzhou,2017-02-04 04:00:00,336.0,,101.0,3.7,40.0,66.0,5.0,1015.9,38.0,329.0,1.0
daxing,2017-02-04 05:00:00,366.0,402.0,119.0,4.1,20.0,79.0,5.9,1012.6,46.0,193.0,1.1,fangshan,2017-02-04 05:00:00,334.0,341.0,122.0,3.9,36.0,97.0,6.1,1011.4,34.0,228.0,1.6,huairou,2017-02-04 05:00:00,253.0,276.0,50.0,2.5,81.0,41.0,7.0,1007.5,27.0,164.0,1.3,mentougou,2017-02-04 05:00:00,349.0,,88.0,3.1,63.0,63.0,6.6,1006.8,29.0,184.0,2.0,miyun,2017-02-04 05:00:00,267.0,276.0,47.0,2.4,82.0,58.0,7.4,1007.9,31.0,202.0,0.7,pingchang,2017-02-04 05:00:00,266.0,,108.0,3.6,33.0,68.0,8.2,1007.5,27.0,192.0,1.9,pinggu,2017-02-04 05:00:00,400.0,,67.0,3.4,64.0,61.0,6.2,1013.0,43.0,239.0,2.1,shunyi,2017-02-04 05:00:00,276.0,,44.0,2.7,94.0,57.0,6.8,1013.5,32.0,17.0,0.7,tongzhou,2017-02-04 05:00:00,348.0,,85.0,3.2,65.0,66.0,6.4,1014.7,35.0,292.0,1.0
daxing,2017-02-04 06:00:00,371.0,393.0,109.0,3.9,32.0,79.0,6.8,1011.5,39.0,198.0,1.8,fangshan,2017-02-04 06:00:00,372.0,383.0,117.0,4.1,52.0,91.0,7.0,1010.4,32.0,195.0,1.7,huairou,2017-02-04 06:00:00,245.0,268.0,51.0,2.4,96.0,41.0,8.1,1006.4,27.0,171.0,1.5,mentougou,2017-02-04 06:00:00,337.0,,83.0,0.3,78.0,60.0,7.2,1005.9,28.0,189.0,2.4,miyun,2017-02-04 06:00:00,259.0,268.0,47.0,2.3,98.0,54.0,8.2,1007.0,28.0,256.0,1.5,pingchang,2017-02-04 06:00:00,228.0,,97.0,0.3,43.0,58.0,9.9,1006.3,24.0,160.0,1.7,pinggu,2017-02-04 06:00:00,403.0,,59.0,3.2,86.0,61.0,7.5,1012.1,39.0,246.0,2.3,shunyi,2017-02-04 06:00:00,294.0,,54.0,2.7,106.0,59.0,7.7,1012.4,30.0,212.0,1.3,tongzhou,2017-02-04 06:00:00,344.0,,82.0,0.3,80.0,63.0,7.4,1013.7,34.0,216.0,1.3
